"Chemical Name","Male Rat Chronic Bioassay Level of Evidence","Female Rat Chronic Bioassay Level of Evidence","Male Mouse Chronic Bioassay Level of Evidence","Female Mouse Chronic Bioassay Level of Evidence","Male Hamster Chronic Bioassay Level of Evidence","Female Hamster Chronic Bioassay Level of Evidence","Male Fish Chronic Bioassay Level of Evidence","Female Fish Chronic Bioassay Level of Evidence","Multiple Level of Evidence Conclusion? T/F","Bacterial Mutagenicity Conclusion","Male Rat Micronucleus Conclusion","Female Rat Micronucleus Conclusion","Male Mouse Micronucleus Conclusion","Female Mouse Micronucleus Conclusion","In Vitro Micronucleus Conclusion","Male Rat Comet Assay Conclusion","Female Rat Comet Assay Conclusion","Male Mouse Comet Assay Conclusion","Female Mouse Comet Assay Conclusion","NTP Publication Number",DTXSID,CASRN
Sulfamethazine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=57-68-1)",,,,,,,,,,,DTXSID6021290," 57-68-1 ( https://cebs.niehs.nih.gov/cebs/test_article/57-68-1)"
Sulfamethizole,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=144-82-1)",,,,,,,,,,,DTXSID5023615," 144-82-1 ( https://cebs.niehs.nih.gov/cebs/test_article/144-82-1)"
Sulfamethoxazole,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=723-46-6)",,,,,,,,,,,DTXSID8026064," 723-46-6 ( https://cebs.niehs.nih.gov/cebs/test_article/723-46-6)"
"Sulfan blue",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=129-17-9)",,,,,,,,,,,DTXSID3026065," 129-17-9 ( https://cebs.niehs.nih.gov/cebs/test_article/129-17-9)"
Sulfanilamide,,,,,,,,,,"Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=63-74-1)",,,,,,,,,,,DTXSID4023622," 63-74-1 ( https://cebs.niehs.nih.gov/cebs/test_article/63-74-1)"
Sulfapyridine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=144-83-2)",Equivocal,,Positive,Positive,,,,,,,DTXSID3026067," 144-83-2 ( https://cebs.niehs.nih.gov/cebs/test_article/144-83-2)"
Sulfathiazole,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=72-14-0)",,,,,,,,,,,DTXSID8026068," 72-14-0 ( https://cebs.niehs.nih.gov/cebs/test_article/72-14-0)"
Sulfolane,,,,,,,,,," ()",Negative,Negative,Negative,Negative,,,,,,,DTXSID3027037," 126-33-0 ( https://cebs.niehs.nih.gov/cebs/test_article/126-33-0)"
"Tannic acid",,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1401-55-4)",,,,,,,,,,,DTXSID2026076," 1401-55-4 ( https://cebs.niehs.nih.gov/cebs/test_article/1401-55-4)"
Tebufenpyrad,,,,,,,,,," ()",,,,,,Negative,,,,,DTXSID0034223," 119168-77-3 ( https://cebs.niehs.nih.gov/cebs/test_article/119168-77-3)"
Tenofovir,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=147127-20-6)",,,Negative,Positive,,,,,,,DTXSID9040132," 147127-20-6 ( https://cebs.niehs.nih.gov/cebs/test_article/147127-20-6)"
"Terephthalic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-21-0)",,,,,,,,,,,DTXSID6026080," 100-21-0 ( https://cebs.niehs.nih.gov/cebs/test_article/100-21-0)"
"Tertiary amyl methyl ether (TAME)",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=994-05-8)",,,,,,,,,,,DTXSID8024521," 994-05-8 ( https://cebs.niehs.nih.gov/cebs/test_article/994-05-8)"
Tetrabromo-o-cresol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=576-55-6)",,,Negative,,,,,Negative,,,DTXSID6040163," 576-55-6 ( https://cebs.niehs.nih.gov/cebs/test_article/576-55-6)"
"Tetrabromobisphenol A-bis(2,3-dibromopropyl ether)",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=21850-44-2)",,,Negative,Negative,,,,,,,DTXSID3032129," 21850-44-2 ( https://cebs.niehs.nih.gov/cebs/test_article/21850-44-2)"
"Tetrabromophthalic anhydride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=632-79-1)",,,,,,,,,,,DTXSID6026084," 632-79-1 ( https://cebs.niehs.nih.gov/cebs/test_article/632-79-1)"
"Tetrachlorophthalic anhydride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=117-08-8)",,,,,,,,,,,DTXSID7026102," 117-08-8 ( https://cebs.niehs.nih.gov/cebs/test_article/117-08-8)"
"Tetradecanoic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=544-63-8)",,,,,,,,,,,DTXSID6021666," 544-63-8 ( https://cebs.niehs.nih.gov/cebs/test_article/544-63-8)"
"Tetraethyl lead",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=78-00-2)",,,,,,,,,,,DTXSID7023801," 78-00-2 ( https://cebs.niehs.nih.gov/cebs/test_article/78-00-2)"
Tetraethyldithiopyrophosphate,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3689-24-5)",,,,,,,,,,,DTXSID7024328," 3689-24-5 ( https://cebs.niehs.nih.gov/cebs/test_article/3689-24-5)"
"Tetraethylene glycol diacrylate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=17831-71-9)",,,,,,,,,,,DTXSID2026107," 17831-71-9 ( https://cebs.niehs.nih.gov/cebs/test_article/17831-71-9)"
Tetraethylenepentamine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=112-57-2)",,,,,,,,,,,DTXSID7026108," 112-57-2 ( https://cebs.niehs.nih.gov/cebs/test_article/112-57-2)"
Tetramethyllead,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-74-1)",,,,,,,,,,,DTXSID0026123," 75-74-1 ( https://cebs.niehs.nih.gov/cebs/test_article/75-74-1)"
Tetramethylsuccinonitrile,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3333-52-6)",,,,,,,,,,,DTXSID0026125," 3333-52-6 ( https://cebs.niehs.nih.gov/cebs/test_article/3333-52-6)"
"Tetramethylthiouram disulfide",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=137-26-8)",,,,,,,,,,,DTXSID5021332," 137-26-8 ( https://cebs.niehs.nih.gov/cebs/test_article/137-26-8)"
Tetraphenoxysilane,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1174-72-7)",,,,,,,,,,,DTXSID0026129," 1174-72-7 ( https://cebs.niehs.nih.gov/cebs/test_article/1174-72-7)"
"Tetrapropylammonium bromide",,,,,,,,,,"Weakly Positive; Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1941-30-6)",,,,,,,,,,,DTXSID9026130," 1941-30-6 ( https://cebs.niehs.nih.gov/cebs/test_article/1941-30-6)"
"Thenyldiamine hydrochloride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=958-93-0)",,,,,,,,,,,DTXSID4026131," 958-93-0 ( https://cebs.niehs.nih.gov/cebs/test_article/958-93-0)"
Theobromine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=83-67-0)",,,,,,,,,,,DTXSID9026132," 83-67-0 ( https://cebs.niehs.nih.gov/cebs/test_article/83-67-0)"
Thiabendazole,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=148-79-8)",,,,,,,,,,,DTXSID0021337," 148-79-8 ( https://cebs.niehs.nih.gov/cebs/test_article/148-79-8)"
Thioacetamide,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=62-55-5)",,,,,,,,,,,DTXSID9021340," 62-55-5 ( https://cebs.niehs.nih.gov/cebs/test_article/62-55-5)"
Thiocarbanilide,,,,,,,,,,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=102-08-9)",,,,,,,,,,,DTXSID4026139," 102-08-9 ( https://cebs.niehs.nih.gov/cebs/test_article/102-08-9)"
"Thiodiglycolic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=123-93-3)",,,,,,,,,,,DTXSID1051432," 123-93-3 ( https://cebs.niehs.nih.gov/cebs/test_article/123-93-3)"
"Thioglycolic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=68-11-1)",,,,,,,,,,,DTXSID8026141," 68-11-1 ( https://cebs.niehs.nih.gov/cebs/test_article/68-11-1)"
"Thiophanate M",,,,,,,,,,"Positive; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=23564-05-8)",,,,,,,,,,,DTXSID1024338," 23564-05-8 ( https://cebs.niehs.nih.gov/cebs/test_article/23564-05-8)"
Thiophene,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=110-02-1)",,,,,,,,,,,DTXSID8026145," 110-02-1 ( https://cebs.niehs.nih.gov/cebs/test_article/110-02-1)"
Thiophenol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=108-98-5)",,,,,,,,,,,DTXSID7026811," 108-98-5 ( https://cebs.niehs.nih.gov/cebs/test_article/108-98-5)"
Thiosemicarbazide,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=79-19-6)",,,,,,,,,,,DTXSID9021346," 79-19-6 ( https://cebs.niehs.nih.gov/cebs/test_article/79-19-6)"
Thiourea,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=62-56-6)",,,,,,,,,,,DTXSID9021348," 62-56-6 ( https://cebs.niehs.nih.gov/cebs/test_article/62-56-6)"
"Thonzylamine hydrochloride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=63-56-9)",,,,,,,,,,,DTXSID8026147," 63-56-9 ( https://cebs.niehs.nih.gov/cebs/test_article/63-56-9)"
"Toluene ethylsulfonamide",,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=8047-99-2)",,,,,,,,,,,DTXSID2026159," 8047-99-2 ( https://cebs.niehs.nih.gov/cebs/test_article/8047-99-2)"
Tolytriazole,,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=29385-43-1)",,,,,,,,,,,DTXSID0026171," 29385-43-1 ( https://cebs.niehs.nih.gov/cebs/test_article/29385-43-1)"
Treosulfan,,,,,,,,,," ()",,,Positive,,,,,,,,DTXSID0026173," 299-75-2 ( https://cebs.niehs.nih.gov/cebs/test_article/299-75-2)"
Tri-N-amylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=621-77-2)",,,,,,,,,,,DTXSID0026177," 621-77-2 ( https://cebs.niehs.nih.gov/cebs/test_article/621-77-2)"
Tri-N-propylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=102-69-2)",,,,,,,,,,,DTXSID9021849," 102-69-2 ( https://cebs.niehs.nih.gov/cebs/test_article/102-69-2)"
"Tri-m-cresyl phosphate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=563-04-2)",,,,,,,,,,,DTXSID4026216," 563-04-2 ( https://cebs.niehs.nih.gov/cebs/test_article/563-04-2)"
Triacetin,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=102-76-1)",,,,,,,,,,,DTXSID3026691," 102-76-1 ( https://cebs.niehs.nih.gov/cebs/test_article/102-76-1)"
"Triallyl isocyanurate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1025-15-6)",,,,,,,,,,,DTXSID0026175," 1025-15-6 ( https://cebs.niehs.nih.gov/cebs/test_article/1025-15-6)"
Triallylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=102-70-5)",,,,,,,,,,,DTXSID5026174," 102-70-5 ( https://cebs.niehs.nih.gov/cebs/test_article/102-70-5)"
"Tribromoacetic acid",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-96-7)",,,,,,,,,,,DTXSID6021668," 75-96-7 ( https://cebs.niehs.nih.gov/cebs/test_article/75-96-7)"
Tribromonitromethane,,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=464-10-8)",,,,,,,,,,,DTXSID8021511," 464-10-8 ( https://cebs.niehs.nih.gov/cebs/test_article/464-10-8)"
Tribromosalan,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=87-10-5)",,,,,,,,,,,DTXSID4026181," 87-10-5 ( https://cebs.niehs.nih.gov/cebs/test_article/87-10-5)"
"Tributoxyethyl phosphate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=78-51-3)",,,,,,,,,,,DTXSID5021758," 78-51-3 ( https://cebs.niehs.nih.gov/cebs/test_article/78-51-3)"
"Tributyl borate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=688-74-4)",,,,,,,,,,,DTXSID9026184," 688-74-4 ( https://cebs.niehs.nih.gov/cebs/test_article/688-74-4)"
"Tributyl phosphate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=126-73-8)",,,,,,,,,,,DTXSID3021986," 126-73-8 ( https://cebs.niehs.nih.gov/cebs/test_article/126-73-8)"
Tributylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=102-82-9)",,,,,,,,,,,DTXSID4026183," 102-82-9 ( https://cebs.niehs.nih.gov/cebs/test_article/102-82-9)"
Tricaprylin,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=538-23-8)",,,,,,,,,,TR-426,DTXSID6021375," 538-23-8 ( https://cebs.niehs.nih.gov/cebs/test_article/538-23-8)"
Trichlorfon,,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=52-68-6)",,,Negative,,,,,,,,DTXSID0021389," 52-68-6 ( https://cebs.niehs.nih.gov/cebs/test_article/52-68-6)"
"Trichloroacetic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=76-03-9)",,,,,,,,,,,DTXSID1021378," 76-03-9 ( https://cebs.niehs.nih.gov/cebs/test_article/76-03-9)"
Trichloroacetonitrile,,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=545-06-2)",,,,,,,,,,,DTXSID0021672," 545-06-2 ( https://cebs.niehs.nih.gov/cebs/test_article/545-06-2)"
"Trichlorobenzene, polymer with 1,4-dichlorobenzene & sodium sulfide",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=72276-00-7)",,,,,,,,,,,DTXSID3026196," 72276-00-7 ( https://cebs.niehs.nih.gov/cebs/test_article/72276-00-7)"
Trichloromelamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=7673-09-8)",,,,,,,,,,,DTXSID5026201," 7673-09-8 ( https://cebs.niehs.nih.gov/cebs/test_article/7673-09-8)"
Trichloromethylstannane,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=993-16-8)",,,,,,,,,,,DTXSID1027346," 993-16-8 ( https://cebs.niehs.nih.gov/cebs/test_article/993-16-8)"
Triclocarban,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=101-20-2)",,,,,,,,,,,DTXSID4026214," 101-20-2 ( https://cebs.niehs.nih.gov/cebs/test_article/101-20-2)"
"Triethanolamine stearate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=4568-28-9)",,,,,,,,,,,DTXSID9026219," 4568-28-9 ( https://cebs.niehs.nih.gov/cebs/test_article/4568-28-9)"
"Triethyl phosphate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=78-40-0)",,,,,,,,,,,DTXSID8026228," 78-40-0 ( https://cebs.niehs.nih.gov/cebs/test_article/78-40-0)"
Triethylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=121-44-8)",,,Equivocal,Negative,,,,,,,DTXSID3024366," 121-44-8 ( https://cebs.niehs.nih.gov/cebs/test_article/121-44-8)"
"Triethylene glycol",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=112-27-6)",,,,,,,,,,,DTXSID4021393," 112-27-6 ( https://cebs.niehs.nih.gov/cebs/test_article/112-27-6)"
"Triethylene glycol dimethyl ether",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=112-49-2)",,,,,,,,,,,DTXSID8026224," 112-49-2 ( https://cebs.niehs.nih.gov/cebs/test_article/112-49-2)"
"Triethylene glycol, diacetate",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=111-21-7)",,,,,,,,,,,DTXSID3026223," 111-21-7 ( https://cebs.niehs.nih.gov/cebs/test_article/111-21-7)"
Triethylenemelamine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=51-18-3)",,,Positive,Positive,,,,,,,DTXSID3026225," 51-18-3 ( https://cebs.niehs.nih.gov/cebs/test_article/51-18-3)"
Triethylenetetramine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=112-24-3)",,,,,,,,,,,DTXSID9023702," 112-24-3 ( https://cebs.niehs.nih.gov/cebs/test_article/112-24-3)"
"Triethyllead chloride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1067-14-7)",,,,,,,,,,,DTXSID3026227," 1067-14-7 ( https://cebs.niehs.nih.gov/cebs/test_article/1067-14-7)"
Trigonelline,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=535-83-1)",,,,,,,,,,,DTXSID2026230," 535-83-1 ( https://cebs.niehs.nih.gov/cebs/test_article/535-83-1)"
Triisobutylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1116-40-1)",,,,,,,,,,,DTXSID7026233," 1116-40-1 ( https://cebs.niehs.nih.gov/cebs/test_article/1116-40-1)"
Triisopropanolamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=122-20-3)",,,,,,,,,,,DTXSID5021415," 122-20-3 ( https://cebs.niehs.nih.gov/cebs/test_article/122-20-3)"
"Trimellitic anhydride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=552-30-7)",,,,,,,,,,,DTXSID7026235," 552-30-7 ( https://cebs.niehs.nih.gov/cebs/test_article/552-30-7)"
Trimethoprim,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=738-70-5)",,,,,,,,,,,DTXSID3023712," 738-70-5 ( https://cebs.niehs.nih.gov/cebs/test_article/738-70-5)"
"Trimethoprim/sulfamethoxazole (commercial)",,,,,,,,,," ()",,,Positive,,,,,,,,DTXSID0032233," 8064-90-2 ( https://cebs.niehs.nih.gov/cebs/test_article/8064-90-2)"
Trimethylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-50-3)",,,,,,,,,,,DTXSID2026238," 75-50-3 ( https://cebs.niehs.nih.gov/cebs/test_article/75-50-3)"
"Trimethyloxonium hexachloroantimonate",,,,,,,,,,"Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=54075-76-2)",,,,,,,,,,,DTXSID6026242," 54075-76-2 ( https://cebs.niehs.nih.gov/cebs/test_article/54075-76-2)"
"Trioctyl phosphate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1806-54-8)",,,,,,,,,,,DTXSID6026246," 1806-54-8 ( https://cebs.niehs.nih.gov/cebs/test_article/1806-54-8)"
"Tripelennamine hydrochloride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=154-69-8)",,,,,,,,,,,DTXSID6026248," 154-69-8 ( https://cebs.niehs.nih.gov/cebs/test_article/154-69-8)"
"Triphenyl Phosphate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=115-86-6)",,,,,,,,,,,DTXSID1021952," 115-86-6 ( https://cebs.niehs.nih.gov/cebs/test_article/115-86-6)"
"Triphenyl phosphine",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=603-35-0)",,,,,,,,,,,DTXSID5026251," 603-35-0 ( https://cebs.niehs.nih.gov/cebs/test_article/603-35-0)"
"Triphenyl phosphite",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=101-02-0)",,,,,,,,,,,DTXSID0026252," 101-02-0 ( https://cebs.niehs.nih.gov/cebs/test_article/101-02-0)"
Triphenylamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=603-34-9)",,,,,,,,,,,DTXSID4022076," 603-34-9 ( https://cebs.niehs.nih.gov/cebs/test_article/603-34-9)"
"Triprolidine hydrochloride monohydrate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=6138-79-0)",,,,,,,,,,,DTXSID0021410," 6138-79-0 ( https://cebs.niehs.nih.gov/cebs/test_article/6138-79-0)"
"Tripropylene glycol",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=24800-44-0)",,,,,,,,,,,DTXSID7027837," 24800-44-0 ( https://cebs.niehs.nih.gov/cebs/test_article/24800-44-0)"
Tris(4-chlorophenyl)methane,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=27575-78-6)",,,,,,,,,,,DTXSID70181976," 27575-78-6 ( https://cebs.niehs.nih.gov/cebs/test_article/27575-78-6)"
Tris(4-chlorophenyl)methanol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3010-80-8)",,,,,,,,,,,DTXSID50184187," 3010-80-8 ( https://cebs.niehs.nih.gov/cebs/test_article/3010-80-8)"
"Tris(Chloropropyl) Phosphate (TCPP)",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=13674-84-5)",Negative,Negative,Positive,Negative,,,,,,,DTXSID201016652," 13674-84-5 ( https://cebs.niehs.nih.gov/cebs/test_article/13674-84-5)"
"Trixylenyl phosphate mixed isomers",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=25155-23-1)",,,,,,,,,,,DTXSID9026267," 25155-23-1 ( https://cebs.niehs.nih.gov/cebs/test_article/25155-23-1)"
"Tungsten trioxide",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1314-35-8)",,,,,,,,,,,DTXSID7032262," 1314-35-8 ( https://cebs.niehs.nih.gov/cebs/test_article/1314-35-8)"
Turpentine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=8006-64-2)",,,,,,,,,,,DTXSID6027717," 8006-64-2 ( https://cebs.niehs.nih.gov/cebs/test_article/8006-64-2)"
Urea,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=57-13-6)",,,,,,,,,,,DTXSID4021426," 57-13-6 ( https://cebs.niehs.nih.gov/cebs/test_article/57-13-6)"
Urotropine,,,,,,,,,,"Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-97-0)",,,,,,,,,,,DTXSID6020692," 100-97-0 ( https://cebs.niehs.nih.gov/cebs/test_article/100-97-0)"
"Usnic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=125-46-2)",,,,,,,,,,,DTXSID0040123," 125-46-2 ( https://cebs.niehs.nih.gov/cebs/test_article/125-46-2)"
"Valerian (Valeriana officinalis L.) root extract",,,,,,,,,," ()",,,Negative,"Weakly Positive",,,,,,,DTXSID001017359," 8057-49-6 ( https://cebs.niehs.nih.gov/cebs/test_article/8057-49-6)"
"Valerian (Valeriana officinalis L.) root oil",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=8008-88-6)",,,,,,,,,,,DTXSID9040186," 8008-88-6 ( https://cebs.niehs.nih.gov/cebs/test_article/8008-88-6)"
Valeronitrile,,,,,,,,,,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=110-59-8)",,,,,,,,,,,DTXSID3026275," 110-59-8 ( https://cebs.niehs.nih.gov/cebs/test_article/110-59-8)"
"Valproic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=99-66-1)",,,,,,,,,,,DTXSID6023733," 99-66-1 ( https://cebs.niehs.nih.gov/cebs/test_article/99-66-1)"
"Vanadyl sulfate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=27774-13-6)",,,,,,,,,,,DTXSID4021428," 27774-13-6 ( https://cebs.niehs.nih.gov/cebs/test_article/27774-13-6)"
Vanillin,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=121-33-5)",,,Negative,,,,,,,,DTXSID0021969," 121-33-5 ( https://cebs.niehs.nih.gov/cebs/test_article/121-33-5)"
"Vat blue 20",,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=116-71-2)",,,,,,,,,,,DTXSID7026281," 116-71-2 ( https://cebs.niehs.nih.gov/cebs/test_article/116-71-2)"
"Vat blue 4",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=81-77-6)",,,,,,,,,,,DTXSID2026280," 81-77-6 ( https://cebs.niehs.nih.gov/cebs/test_article/81-77-6)"
"Vat brown 1",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=2475-33-4)",,,,,,,,,,,DTXSID7026283," 2475-33-4 ( https://cebs.niehs.nih.gov/cebs/test_article/2475-33-4)"
Veratraldehyde,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=120-14-9)",,,,,,,,,,,DTXSID7026285," 120-14-9 ( https://cebs.niehs.nih.gov/cebs/test_article/120-14-9)"
Vincamine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1617-90-9)",,,,,,,,,,,DTXSID9040134," 1617-90-9 ( https://cebs.niehs.nih.gov/cebs/test_article/1617-90-9)"
Vinclozolin,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=50471-44-8)",,,Negative,,,Negative,,Positive,,,DTXSID4022361," 50471-44-8 ( https://cebs.niehs.nih.gov/cebs/test_article/50471-44-8)"
"Vincristine sulfate salt",,,,,,,,,," ()","Positive; Negative",,Positive,,,Positive,,,,,DTXSID8044331," 2068-78-2 ( https://cebs.niehs.nih.gov/cebs/test_article/2068-78-2)"
