"Publication No."	"Publication Title"	"CASRN"	"Test Article Name"	"Test Article No."	"Testing Status URL"	"Study No."	"Species"	"Sex"	"Route"	"Exposure"	"Organ"	"Level of Evidence"	"Tumor Type/Incidence"	"Finding Type"	"Lab"	"Peer Review Date"	"Description"
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	"Lung"	"TR-461"	"ALVEOLAR ADENOMA 11/50 10/50 9/50 12/50 OR ALVEOLAR/BRONCHIOLAR CARCINOMA 2/50 3/50 3/50 11/50 COMBINED 13/50 13/50 12/50 20/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	"Mammary Gland"	"TR-461"	"FIBROADENOMA 19/50 21/50 33/50 36/50 OR CARCINOMA 2/50 7/50 1/50 11/50 COMBINED 9/50 25/50 34/50 39/50"	"Clear Evidence"	"Female"	"Inhalation"	"Rats"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Hematopoietic System"	"TR-504"	"HEMANGIOSARCOMA 0/60 2/60 3/60 50/60"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Mice"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Hematopoietic System"	"TR-504"	"HEMANGIOSARCOMA 4/60 17/60 55/60 60/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Mice"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Intestines (Large)"	"TR-504"	"(CECUM) CARCINOMA 0/60 1/60 4/60 3/60"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Mice"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Intestines (Large)"	"TR-504"	"(CECUM) CARCINOMA 0/60 12/60 9/60 0/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Mice"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Liver"	"TR-504"	"ADENOMA 1/60 0/59 1/60 6/60"	"Equivocal Evidence"	"Female"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"May Have Been Related"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Liver"	"TR-504"	"ADENOMA 7/60 5/59 19/59 29/60 CARCINOMA 2/60 4/59 6/59 16/60 COMBINED 9/60 9/59 24/59 39/60"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Mice"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Liver"	"TR-504"	"ADENOMA 2/60 3/60 3/60 7/60 3/60 4/60 ADENOMA OR CARCINOMA 3/60 3/60 3/60 8/60 3/60 6/60 CHOLANGIOCARCINOMA 0/60 0/60 0/60 0/60 0/60 3/60 HEPATOCHOLANGIOCARCINOMA 0/60 1/60 0/60 1/60 0/60 0/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Lung"	"TR-504"	"ALVEOLAR/BRONCHIOLAR ADENOMA 1/60 5/60 1/60 2/60 3/60 8/60 OR ALVEOLAR/BRONCHIOLAR ADENOMA OR CARCINOMA 2/60 5/60 1/60 2/60 3/60 11/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Mammary Gland"	"TR-504"	"FIBROADENOMA 23/60 47/60 52/60 56/60"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Mammary Gland"	"TR-504"	"FIBROADENOMA 0/60 7/60 10/60 2/60 13/60 20/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Mesothelium (Abdominal Cavity/Tunica Vaginalis)"	"TR-504"	"MALIGNANT MESOTHELIOMA 2/60 20/60 29/60 44/60 44/60 54/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Skin"	"TR-504"	"(SUBCUTANEOUS) FIBROMA 3/60 3/60 18/60 20/60 FIBROMA OR FIBROSARCOMA 3/60 3/60 21/60 22/60"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"88-72-2"	"MR: 0, 625, 1250, 2000, OR 5000 PPM  FR: 0, 625, 1250, OR 2000 PPM  M: 0, 1250, 2500, OR 5000 PPM; 60/SEX/DOSE"	"Skin"	"TR-504"	"(SUBCUTANEOUS) LIPOMA 0/60 4/60 13/60 13/60 10/60 12/60 FIBROMA 5/60 46/60 52/60 59/60 45/60 52/60 FIBROSARCOMA 0/60 7/60 17/60 20/60 8/60 12/60 COMBINED 5/60 47/60 55/60 59/60 47/60 53/60"	"Clear Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Southern Research Institute"	"05/03/2001"	"Toxicology and Carcinogenesis Studies ofo-Nitrotoluene (CASRN 88-72-2) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C62340D"	"o-Nitrotoluene"	"10946-L"	"http://ntp.niehs.nih.gov/go/TS-10946-L"	"Intermediate for toluidines, organic synthesis of pesticides, pharmaceuticals, manufacture of dyes, rubber chemicals.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Liver"	"TR-153"	"(ADENOMA OR CARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Mice"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Mammary Gland"	"TR-153"	"(ADENOMA OR FIBROADENOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Mesothelium (Abdominal Cavity/Tunica Vaginalis)"	"TR-153"	"MESOTHELIOMA"	"Positive"	"Male"	"Dosed-Feed"	"Rats"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Spleen"	"TR-153"	"(SARCOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Spleen"	"TR-153"	"(SARCOMA)"	"Positive"	"Male"	"Dosed-Feed"	"Rats"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Subcutaneous Tissue"	"TR-153"	"(FIBROMA)"	"Positive"	"Male"	"Dosed-Feed"	"Rats"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Urinary Bladder"	"TR-153"	"(TRANSITIONAL CELL CARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"636-21-5"	"R: 0,3000,6000, M: 0,1000,3000 PPM/50 PER GROUP"	"Vascular System (Unspecified)"	"TR-153"	"HEMANGIOSARCOMA"	"Positive"	"Male"	"Dosed-Feed"	"Mice"	"Frederick Cancer Research Facility"	"10/25/1978"	"Bioassay of o-Toluidine Hydrochloride for Possible Carcinogenicity (CASRN 636-21-5)"	"Neoplastic Lesions"	"C02335"	"o-Toluidine hydrochloride"	"10654-W"	"http://ntp.niehs.nih.gov/go/TS-10654-W"	"Dye intermediate; photographic dye; lab reagent; rubber manufacture.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"303-47-9"	"R: 0, 21, 70, 210 MG/KG"	"Kidney Tubular Cell"	"TR-358"	"ADENOMA 0/50 0/51 1/50 5/50 OR CARCINOMA 0/50 0/51 1/50 3/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"04/18/1988"	"Toxicology and Carcinogenesis Studies of Ochratoxin A (CASRN 303-47-9) in F344/N Rats (Gavage Studies)"	"Neoplastic Lesions"	"C56586"	"Ochratoxin A"	"10268-Y"	"http://ntp.niehs.nih.gov/go/TS-10268-Y"	"Naturally occurring fungal toxin; contaminant in corn, peanuts, storage grains, cottonseed, meats, dried fish, and nuts."
"303-47-9"	"R: 0, 21, 70, 210 MG/KG"	"Kidney Tubular Cell"	"TR-358"	"ADENOMA 1/50 1/51 6/51 10/50 OR CARCINOMA 0/50 0/51 16/51 30/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"04/18/1988"	"Toxicology and Carcinogenesis Studies of Ochratoxin A (CASRN 303-47-9) in F344/N Rats (Gavage Studies)"	"Neoplastic Lesions"	"C56586"	"Ochratoxin A"	"10268-Y"	"http://ntp.niehs.nih.gov/go/TS-10268-Y"	"Naturally occurring fungal toxin; contaminant in corn, peanuts, storage grains, cottonseed, meats, dried fish, and nuts."
"303-47-9"	"R: 0, 21, 70, 210 MG/KG"	"Mammary Gland"	"TR-358"	"FIBROADENOMA 17/50 23/51 22/50 28/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"04/18/1988"	"Toxicology and Carcinogenesis Studies of Ochratoxin A (CASRN 303-47-9) in F344/N Rats (Gavage Studies)"	"Neoplastic Lesions"	"C56586"	"Ochratoxin A"	"10268-Y"	"http://ntp.niehs.nih.gov/go/TS-10268-Y"	"Naturally occurring fungal toxin; contaminant in corn, peanuts, storage grains, cottonseed, meats, dried fish, and nuts."
"3546-10-9"	"R: 0,5,10, M: 0,15,30 MG/KG/15 PER GROUP"	""	"TR-060"	""	"Negative"	"Male"	"Gavage"	"Rats"	"Southern Research Institute"	"03/06/1978"	"Bioassay of Phenesterin for Possible Carcinogenicity (CASRN 3546-10-9)"	""	"C01558"	"Phenesterin"	"10940-N"	"http://ntp.niehs.nih.gov/go/TS-10940-N"	"Anticancer drug"
"3546-10-9"	"R: 0,5,10, M: 0,15,30 MG/KG/15 PER GROUP"	"Heart"	"TR-060"	"(SARCOMA)"	"Positive"	"Female"	"Gavage"	"Mice"	"Southern Research Institute"	"03/06/1978"	"Bioassay of Phenesterin for Possible Carcinogenicity (CASRN 3546-10-9)"	"Neoplastic Lesions"	"C01558"	"Phenesterin"	"10940-N"	"http://ntp.niehs.nih.gov/go/TS-10940-N"	"Anticancer drug"
"3546-10-9"	"R: 0,5,10, M: 0,15,30 MG/KG/15 PER GROUP"	"Heart"	"TR-060"	"(SARCOMA)"	"Positive"	"Male"	"Gavage"	"Mice"	"Southern Research Institute"	"03/06/1978"	"Bioassay of Phenesterin for Possible Carcinogenicity (CASRN 3546-10-9)"	"Neoplastic Lesions"	"C01558"	"Phenesterin"	"10940-N"	"http://ntp.niehs.nih.gov/go/TS-10940-N"	"Anticancer drug"
"3546-10-9"	"R: 0,5,10, M: 0,15,30 MG/KG/15 PER GROUP"	"Hematopoietic System"	"TR-060"	"(LYMPHOMA)"	"Positive"	"Female"	"Gavage"	"Mice"	"Southern Research Institute"	"03/06/1978"	"Bioassay of Phenesterin for Possible Carcinogenicity (CASRN 3546-10-9)"	"Neoplastic Lesions"	"C01558"	"Phenesterin"	"10940-N"	"http://ntp.niehs.nih.gov/go/TS-10940-N"	"Anticancer drug"
